1-0-0	597.30	640.90
11-0-0	546.35	566.15
11-0-1	549.20	593.15
1-1-0	573.85	602.45
11-1-0	553.25	601.95
11-1-1	536.80	570.80
3-0-0	550.45	589.35
5-0-0	536.15	683.85
5-1-0	542.45	645.00
7-0-0	541.90	571.75
7-1-0	543.80	562.95
9-0-0	545.45	693.40
9-0-1	547.65	706.65
9-1-0	536.75	661.00
9-1-1	536.80	688.70
