1-0-0	7984.85	7337.25
11-0-0	8019.90	9486.35
11-0-1	8005.60	9476.00
1-1-0	7999.95	10086.50
11-1-0	8006.40	9076.40
11-1-1	8009.50	9059.95
3-0-0	8043.85	8383.00
5-0-0	8018.95	9683.35
5-1-0	8024.40	8361.65
7-0-0	7995.05	8013.55
7-1-0	8012.25	8002.60
9-0-0	7999.75	19152.40
9-0-1	8009.80	25542.95
9-1-0	8005.55	19035.60
9-1-1	8032.40	25157.05
