1-0-0	928.95	1088.10
11-0-0	890.90	1085.00
11-0-1	912.10	1105.35
1-1-0	897.60	1069.25
11-1-0	885.55	1094.35
11-1-1	923.50	1077.50
3-0-0	909.35	1094.80
5-0-0	895.80	1108.30
5-1-0	905.40	1093.55
7-0-0	888.10	1098.05
7-1-0	875.80	1093.40
9-0-0	897.15	1072.90
9-0-1	891.25	1062.75
9-1-0	897.65	1086.90
9-1-1	903.00	1073.95
