1-0-0	583.50	628.45
11-0-0	587.90	687.15
11-0-1	586.15	692.00
1-1-0	588.75	588.75
11-1-0	588.80	655.15
11-1-1	592.95	618.75
3-0-0	590.50	622.35
5-0-0	591.50	632.55
5-1-0	588.85	642.20
7-0-0	596.10	598.80
7-1-0	594.00	599.45
9-0-0	590.10	1489.40
9-0-1	597.00	974.75
9-1-0	584.60	1493.95
9-1-1	589.90	954.40
